Distance,Average_Transit_Days,Number_Of_Travels,Total_Incidents_Count,High_Incidents_Count,Medium_Incidents_Count,Low_Incidents_Count,High_Last_5Months_Incidents,Medium_Last_5Months_Incidents,Low_Last_5Months_Incidents,Average_Vessel_Age,Cargo_Type,Port_Condition,Weather_Condition,Piracy_Risk,Port_Infrastructure_Quality,Historical_Incident_Frequency,Operational_Disruptions,Navigational_Risks,Regulatory_Compliance,Crew_Experience_Level,Ship_Maintenance_Records,Insurance_Coverage,Cargo_Value,Ship_Type,Route_Duration,Incident_Severity,Previous_Safety_Awards,Training_Programs,Emergency_Response_Plans,POL_Code,POL_Region,POD_Code,POD_Region,Transshipments_Count,Average_Transshipment_Days,Transshipment_Risk_Level,Carbon_Emissions,Incident_Date,RiskScore
8348.660859109428,15.592480693710272,38.181158976808035,4,0,3,2,0,0,0,12.698374529450625,non-hazardous,poor,calm,medium,poor,0.5771853447380626,port closures,shallow waters,non-compliant,12.179173830312811,overdue,partial,1800865.0577711768,container,25.795853339874864,critical,yes,irregular,in place,POL3,Region1,POD4,Region1,1,5.937280740884954,high,99.8844002032856,2023-02-17,Low Risk
8887.250662739398,18.888296450441025,34.28213708010031,3,1,2,0,0,1,1,11.515718142901058,non-hazardous,poor,stormy,low,poor,0.5686497448010632,port closures,shallow waters,non-compliant,12.654708616939327,up-to-date,partial,1730527.9138280253,bulk carrier,19.780966950475367,major,no,irregular,in place,POL1,Region2,POD1,Region2,0,3.1277966113550884,high,134.57190571852288,2023-03-20,High Risk
6468.283593435284,17.739556431177718,4.960526783291833,3,0,4,1,2,1,1,3.760358039380028,non-hazardous,well-maintained,stormy,low,fair,0.7531511153129401,strikes,shallow waters,non-compliant,9.822541195342712,overdue,none,1392505.5262478483,container,27.104384245827525,critical,no,irregular,not in place,POL1,Region3,POD1,Region2,2,4.388363855282494,medium,95.7859091946137,2022-04-10,Low Risk
8220.228957069457,21.82298962064002,31.20481132560916,4,1,3,1,0,0,3,5.954337347415423,hazardous,poor,stormy,medium,excellent,0.6618269720434847,port closures,shallow waters,compliant,7.670118164015994,overdue,none,1464421.321555868,container,15.187285269665999,major,yes,regular,not in place,POL3,Region2,POD1,Region1,3,5.338980073307887,low,106.33714801800569,2022-12-18,Low Risk
9492.159124496106,21.717662408518333,38.07892856884165,1,1,1,3,1,4,0,0.21944150730292655,non-hazardous,poor,stormy,low,excellent,0.4821407509762843,strikes,shallow waters,non-compliant,6.244376249098064,up-to-date,none,2312083.992449663,container,20.899542087106855,major,no,regular,not in place,POL1,Region3,POD3,Region1,5,4.094362138663199,medium,115.31081187849533,2023-08-11,Medium Risk
7826.978751624649,21.411995068968462,36.02120978278115,7,0,2,1,1,0,1,11.881883832926368,hazardous,poor,calm,medium,poor,0.6619839635528456,strikes,clear,non-compliant,7.917461999148116,up-to-date,full,1587185.7828972435,container,31.489082374796503,minor,yes,regular,in place,POL3,Region1,POD1,Region2,0,3.9926187694041753,high,99.73688724435385,2022-08-26,Medium Risk
4694.173264120105,22.90580926820994,21.348099997683548,3,0,2,1,0,2,0,9.976792249964616,non-hazardous,well-maintained,calm,medium,good,0.4644225828384032,strikes,clear,non-compliant,11.638560232270342,overdue,partial,1437912.1027723686,bulk carrier,23.12941871735832,major,yes,regular,in place,POL2,Region1,POD3,Region1,2,2.8538536903867184,high,139.5983238940154,2023-03-10,Medium Risk
7450.3156956332605,25.60110858041947,28.46679649191766,7,2,4,1,1,2,1,12.102033160038896,hazardous,poor,calm,high,good,0.35701394912805673,none,shallow waters,non-compliant,5.761663077274587,up-to-date,full,1199916.5735357474,bulk carrier,19.846262333826274,minor,yes,irregular,not in place,POL1,Region2,POD4,Region2,1,3.8113937688679873,low,84.9023271106021,2022-11-16,Low Risk
9245.08216149153,15.996368116987911,27.5950944104172,5,1,1,2,1,2,3,10.755158673519043,non-hazardous,poor,calm,medium,fair,0.7651709434518397,port closures,shallow waters,non-compliant,6.590894326808735,overdue,partial,1774820.2455060566,container,23.94491681904836,minor,yes,regular,not in place,POL4,Region3,POD1,Region2,0,3.69599105895617,low,84.49573992719866,2023-04-23,Medium Risk
9131.100354641136,20.3861289034702,29.392366537349314,6,0,2,1,1,1,1,20.859024739813677,non-hazardous,well-maintained,stormy,low,poor,0.6490173148398979,none,congested areas,non-compliant,11.241387573417182,up-to-date,none,1497385.3655601086,container,21.826587780419036,critical,yes,irregular,not in place,POL4,Region2,POD3,Region2,2,5.2996526655134755,medium,91.64514476191516,2022-03-22,Medium Risk
6183.936180783267,23.687623450265228,35.328661237070506,1,2,1,1,1,2,0,15.715178349518412,non-hazardous,poor,stormy,low,excellent,0.3579389605756532,none,clear,non-compliant,9.352703274932498,overdue,partial,1684454.9041032074,bulk carrier,27.742211085562726,minor,yes,irregular,in place,POL2,Region1,POD4,Region2,3,5.8256075995132015,medium,100.55126772451666,2023-02-08,Low Risk
8399.254846359545,21.36428620793024,37.64400944067465,2,2,3,0,0,1,2,13.525701303825906,hazardous,well-maintained,calm,high,fair,0.6657055331270101,strikes,clear,compliant,9.581821718248968,overdue,none,1411839.3485295991,bulk carrier,18.363511892348516,major,yes,regular,not in place,POL3,Region2,POD1,Region3,1,4.045148091140999,medium,78.70279992568564,2022-02-23,Low Risk
10025.894362630865,17.029221978515917,21.43916640398514,5,2,0,1,0,1,1,10.459078231041069,non-hazardous,poor,stormy,medium,good,0.8060535159798584,none,shallow waters,compliant,18.80068898890775,overdue,full,1738787.0473011346,container,21.55285295556357,major,yes,regular,in place,POL3,Region2,POD4,Region2,2,2.192717951773805,medium,91.224283977084,2022-11-30,Medium Risk
10909.282571013762,15.963391928000904,13.176595034044098,6,0,2,3,1,1,0,15.265355724867547,hazardous,poor,calm,medium,good,0.5780693121635754,strikes,clear,compliant,5.890400535815034,up-to-date,partial,1422835.672140176,bulk carrier,23.344970560860308,critical,no,regular,not in place,POL2,Region3,POD2,Region3,3,1.948505324325875,medium,76.31059753601626,2022-06-14,Low Risk
7711.499398529741,25.672732118441452,36.530694625506,5,2,3,0,1,1,0,15.32665350524524,hazardous,poor,calm,high,good,0.5721794253162888,strikes,congested areas,non-compliant,11.45902388173069,overdue,full,1151445.5937843632,bulk carrier,15.995859608600075,critical,no,regular,in place,POL4,Region3,POD3,Region3,0,4.362870945721814,low,152.2381663872176,2022-03-07,Low Risk
7130.159895880788,26.248194265251303,39.30255080043128,8,1,0,1,1,3,1,16.507659626566074,non-hazardous,well-maintained,stormy,medium,good,0.6595019649310588,port closures,congested areas,non-compliant,15.327872956521848,overdue,partial,1929144.4199129846,container,34.01328136845022,minor,no,irregular,in place,POL1,Region1,POD2,Region2,1,2.695870037194953,high,91.36744132148753,2023-11-01,Low Risk
9663.220832143052,21.94113272889924,34.05182610768953,4,0,1,2,0,4,2,18.092981353559164,hazardous,well-maintained,stormy,high,excellent,0.42107981730967203,port closures,clear,compliant,12.810326181579471,up-to-date,none,1266993.764891117,container,40.17289946658884,minor,no,irregular,not in place,POL1,Region3,POD4,Region2,1,4.000121976919237,medium,155.03464564073366,2022-08-01,High Risk
7140.892177787334,21.82789856680585,32.040024812248745,3,0,1,1,1,1,3,18.196005229578823,non-hazardous,well-maintained,stormy,low,poor,0.49191925052629865,strikes,congested areas,non-compliant,8.463662547772017,up-to-date,none,1072194.7318855757,bulk carrier,24.659540664617293,minor,no,regular,in place,POL3,Region2,POD2,Region1,0,3.4019111720183726,high,84.04789216430474,2022-08-29,Low Risk
8902.822105080653,13.9177424163639,21.772344097703247,3,0,2,1,1,1,0,17.058695305913766,non-hazardous,well-maintained,stormy,high,good,0.16857205698469158,strikes,clear,compliant,11.749513802788503,up-to-date,partial,2153368.802012372,bulk carrier,29.32628509715579,critical,yes,irregular,in place,POL4,Region3,POD4,Region2,3,4.26043227576969,medium,82.56732865928367,2022-12-29,Low Risk
10618.627005549151,23.44278572647972,17.231256924786486,5,1,2,1,1,2,1,12.85434946426754,non-hazardous,poor,calm,low,fair,0.5261448911051757,strikes,shallow waters,compliant,5.344200290732413,overdue,partial,1524381.5939010885,container,33.78659887455143,critical,yes,regular,in place,POL4,Region2,POD1,Region1,1,2.464378401100552,low,95.84617622803124,2023-12-18,Low Risk
6869.056782399718,19.93611874203583,27.735631256464572,2,0,0,1,1,1,2,11.515713892236082,non-hazardous,well-maintained,calm,medium,fair,0.7485365854662693,port closures,shallow waters,compliant,10.873963164608728,overdue,partial,1463264.1434967418,bulk carrier,30.4603035615667,critical,yes,irregular,not in place,POL3,Region1,POD3,Region1,2,3.147603227816315,low,99.95470202850642,2023-12-12,Low Risk
8508.89113853008,19.21901184291561,19.839472902881422,3,0,1,3,0,2,2,6.855993510942015,hazardous,poor,calm,medium,good,0.24356937015470254,none,shallow waters,non-compliant,8.23024594352662,up-to-date,full,1107734.936607657,container,30.164092497833806,critical,no,regular,in place,POL1,Region3,POD4,Region1,0,2.6261041471525335,low,102.33545060715525,2023-09-12,Low Risk
5275.571277369767,12.81342426339793,23.427052184321603,2,0,1,1,2,2,2,4.802478527722504,hazardous,well-maintained,calm,high,poor,0.712650087224998,strikes,shallow waters,compliant,10.285810915742518,overdue,partial,2060623.6809121543,bulk carrier,15.54011227102018,major,no,regular,not in place,POL1,Region1,POD4,Region1,2,1.5999163027522556,high,109.216155398636,2022-10-11,Medium Risk
8705.596655352829,24.878551958908616,32.939909016178966,7,1,2,1,0,3,0,14.444067421756053,non-hazardous,well-maintained,stormy,medium,good,0.15032448103842777,port closures,shallow waters,non-compliant,4.458630987122708,overdue,partial,1195701.4149695744,bulk carrier,20.02393819268496,major,yes,irregular,not in place,POL4,Region2,POD4,Region3,1,2.5460068002035356,high,74.85639156716002,2022-11-23,Low Risk
5545.941697864273,18.972756001404207,36.20052525183666,1,1,3,2,2,3,0,11.25930089228835,hazardous,well-maintained,stormy,medium,poor,0.5986682434864282,port closures,congested areas,compliant,9.787274536427415,overdue,none,1020977.2771373449,container,20.225486543350403,major,yes,regular,not in place,POL4,Region1,POD1,Region3,2,4.633728885457472,medium,112.69588851850246,2022-03-11,High Risk
8777.04812489985,20.597444307191314,37.79633652095418,1,2,5,3,1,3,0,13.174902462189483,hazardous,poor,calm,high,fair,0.7440090027326774,port closures,shallow waters,compliant,14.448101706846494,up-to-date,full,1692605.7139119492,container,23.27854837033409,minor,no,regular,not in place,POL3,Region3,POD4,Region2,2,4.608280839934774,high,93.46813889835896,2022-10-18,High Risk
8460.861705975178,20.58865700580161,34.54984017341047,4,1,3,1,1,1,0,17.193876561052996,non-hazardous,poor,calm,low,excellent,0.534831721305998,strikes,congested areas,compliant,14.271385295733806,up-to-date,none,1272513.648312697,bulk carrier,14.777598227572344,major,no,regular,in place,POL3,Region1,POD3,Region2,2,3.7894597426935768,low,63.65404648776792,2023-12-26,High Risk
7441.75609925594,19.46602891664555,16.96564259179693,3,1,1,0,1,3,2,7.540864012377508,non-hazardous,well-maintained,calm,medium,good,0.8967940410658808,strikes,congested areas,compliant,8.473965641222799,overdue,full,1842420.3690565538,container,21.772067069684226,critical,no,irregular,not in place,POL2,Region2,POD1,Region1,4,4.844535228637058,medium,41.832844156833225,2022-02-06,Low Risk
10676.29645763629,19.619396859134888,24.355502834896566,2,2,0,0,0,5,1,17.90978909425486,non-hazardous,poor,stormy,high,good,0.8099841265943796,none,congested areas,compliant,5.139742460959324,up-to-date,partial,1507956.7009135638,container,21.263392268383658,major,yes,irregular,in place,POL3,Region1,POD4,Region1,1,2.9749253503948623,low,108.38147134416076,2023-10-28,Low Risk
10667.193070725787,23.211017493259064,23.028676113510137,4,2,0,2,1,1,1,17.734504284513964,hazardous,poor,calm,medium,excellent,0.6264291677645282,port closures,shallow waters,non-compliant,9.674620007469034,overdue,full,1126149.164178235,bulk carrier,17.98864799289555,minor,yes,irregular,not in place,POL4,Region3,POD4,Region2,2,4.43736186584162,low,105.56319494468134,2023-01-11,Low Risk
9088.40980019307,27.38477865695026,40.378397423281115,2,2,3,1,0,1,1,7.5683644875020235,hazardous,well-maintained,stormy,medium,poor,0.9457326984117904,strikes,shallow waters,compliant,8.807854273739968,up-to-date,partial,1481547.4265545816,bulk carrier,23.716769609544613,critical,yes,irregular,not in place,POL4,Region2,POD3,Region2,2,4.186809799902877,medium,82.4161190392658,2022-04-29,Medium Risk
7179.611632342416,22.21082456967745,45.60154421600846,7,1,1,1,1,2,0,11.615696345227782,non-hazardous,poor,stormy,high,fair,0.5339325735341833,port closures,congested areas,compliant,7.6483745014841915,up-to-date,none,1558509.849176289,container,18.130861707249938,major,no,regular,not in place,POL4,Region2,POD2,Region1,1,5.277590605118998,medium,117.79545383527456,2023-10-02,Low Risk
6327.625393709296,25.596872041869972,15.397938840995522,3,0,0,0,0,2,0,20.051887501214082,hazardous,well-maintained,calm,high,poor,0.5096541808588901,none,clear,compliant,15.840780474555183,overdue,none,1632400.785851083,bulk carrier,29.31151352799877,critical,no,regular,in place,POL4,Region2,POD2,Region2,2,2.221559583845176,medium,83.62628816801477,2022-07-15,Low Risk
6198.446351974453,18.288815414740423,10.603241406230822,7,1,4,0,3,0,0,13.282100248390583,hazardous,poor,calm,low,good,0.8723421856577698,none,shallow waters,non-compliant,11.395870019463677,up-to-date,none,1369822.7795007483,container,28.229271425995275,minor,yes,regular,not in place,POL3,Region1,POD2,Region3,1,3.909644668494257,high,105.51124125572905,2023-05-05,Low Risk
7859.897938647764,24.85693893744018,35.265857693607956,3,1,1,0,0,2,0,8.729772318948733,hazardous,poor,stormy,high,good,0.9971398511335389,port closures,clear,non-compliant,8.160667495669287,overdue,none,1224917.4076468302,bulk carrier,25.1059611571646,minor,yes,irregular,in place,POL3,Region2,POD3,Region3,0,3.004649364721822,high,138.87042989096142,2023-09-23,High Risk
7256.104706191358,20.356031921333887,46.60338768751764,4,1,1,0,0,2,0,4.590124154173676,non-hazardous,well-maintained,calm,medium,fair,0.3851180977931133,strikes,congested areas,non-compliant,11.217721068029345,up-to-date,partial,1647226.0640757722,container,14.753463462068675,major,no,irregular,in place,POL3,Region1,POD3,Region1,0,5.47809504289065,high,97.68409852269643,2023-09-26,Low Risk
7676.306818989641,24.689957097540955,26.361909438675816,3,3,1,1,0,3,0,13.69637446665494,non-hazardous,well-maintained,stormy,high,excellent,0.7745278878011749,none,clear,non-compliant,10.60309073597742,up-to-date,partial,1683147.6999518154,bulk carrier,22.566498393303167,critical,yes,regular,in place,POL1,Region2,POD2,Region1,3,4.643156630539546,high,114.35900694890711,2023-06-13,Medium Risk
4047.686923007359,23.368480138240983,29.689548086320453,3,1,5,3,0,1,0,23.72895632073632,hazardous,well-maintained,stormy,low,good,0.5255666960609932,none,shallow waters,non-compliant,9.604991952584909,up-to-date,partial,1303794.5348760746,container,25.595357228703957,major,yes,regular,not in place,POL2,Region2,POD1,Region2,1,3.7213231015825814,high,98.85905802418922,2023-03-07,Medium Risk
6887.421248052565,11.787480837306333,26.36377591745686,3,2,2,1,1,2,1,2.3547008720358313,hazardous,well-maintained,calm,low,poor,0.38613640504616853,port closures,congested areas,non-compliant,9.77602873490862,overdue,partial,1295760.1636351107,container,18.727379566267473,major,no,irregular,in place,POL3,Region2,POD4,Region3,2,4.590449161903831,high,119.58851768121748,2022-12-08,High Risk
7243.724533208853,18.473907994332695,42.41801634473554,4,2,3,1,0,0,0,9.034036430726793,non-hazardous,poor,calm,high,poor,0.921089613009001,strikes,clear,non-compliant,17.023772802289525,up-to-date,none,1494173.9902374134,bulk carrier,20.81544358672873,minor,yes,irregular,in place,POL1,Region1,POD4,Region3,1,2.0295652101618042,low,121.12124058044466,2022-08-10,High Risk
5118.22718187909,15.017292522551658,13.31327873845536,3,0,0,1,0,2,0,31.019220195119914,hazardous,well-maintained,calm,low,excellent,0.43323922899764944,none,clear,non-compliant,9.456626616923092,overdue,full,1799093.8835288025,bulk carrier,23.41976042533736,critical,no,irregular,not in place,POL1,Region1,POD2,Region2,1,3.13696994261039,medium,97.13306085292798,2022-03-30,Medium Risk
7280.938568102248,18.947431570959235,36.132101632060596,3,4,2,3,1,1,0,12.07520865914939,non-hazardous,poor,calm,low,fair,0.8422180844838736,strikes,congested areas,compliant,7.748745462982491,up-to-date,full,1305185.4514341366,container,24.720201032642382,major,no,irregular,in place,POL2,Region3,POD4,Region2,1,2.3339295617447076,low,154.70700364695955,2022-02-27,Low Risk
6029.2820686331115,21.39940261221715,30.434691094995994,2,2,2,0,2,2,0,14.382296372399699,hazardous,well-maintained,stormy,medium,poor,0.5943710272078397,strikes,shallow waters,compliant,8.828985391046535,overdue,none,1601617.3676926799,container,29.487078439277028,major,yes,irregular,in place,POL3,Region3,POD4,Region1,2,3.9800441429538664,high,147.4496566468689,2022-06-18,Low Risk
7054.542742366715,33.20546925278964,31.165482190954684,4,1,1,2,1,0,2,8.11720609817934,hazardous,well-maintained,stormy,low,poor,0.6003383859989229,port closures,clear,non-compliant,9.32685207812906,up-to-date,full,1852845.7370650894,bulk carrier,27.63509910297843,minor,yes,irregular,not in place,POL1,Region3,POD1,Region2,0,5.63489441528299,medium,131.21456297920855,2023-05-01,Medium Risk
6702.704368635812,18.6417567494832,24.213951563850642,4,1,2,3,1,1,0,11.288614275385475,non-hazardous,well-maintained,calm,medium,good,0.8705160704772705,strikes,clear,non-compliant,12.76033346578754,up-to-date,none,1949665.9275591373,bulk carrier,34.8989575549714,critical,no,regular,in place,POL4,Region3,POD1,Region2,0,5.292049707041938,low,112.78063857491064,2022-12-08,Medium Risk
5709.335754245274,23.937781506311342,17.353212725445246,4,1,0,4,0,1,0,11.861901557792734,hazardous,well-maintained,calm,low,excellent,0.8234115479785362,port closures,clear,non-compliant,11.463176108684742,overdue,none,1201880.3423962104,container,26.618999283132727,major,yes,irregular,in place,POL2,Region1,POD2,Region3,3,3.736200219445347,medium,113.77604745323549,2022-12-21,High Risk
9811.609114784753,23.11805334708619,28.825126106491574,2,1,2,2,1,0,1,6.500868489079214,hazardous,well-maintained,calm,medium,good,0.40651339318102586,none,clear,compliant,5.625826163901143,overdue,full,1834263.5866358797,container,14.109944747650484,major,no,regular,in place,POL3,Region2,POD4,Region1,2,4.438087981426908,high,64.17593713458791,2023-08-10,Low Risk
10030.64175209672,18.4795912087218,25.148134977170596,7,1,1,0,0,1,0,17.098992542988242,hazardous,well-maintained,stormy,medium,good,0.7147515316779277,none,shallow waters,compliant,12.43506672955717,up-to-date,partial,1899726.3088068278,bulk carrier,31.85618354433183,minor,no,irregular,not in place,POL3,Region2,POD3,Region3,3,1.7719462164526494,low,76.69463488724736,2022-12-16,Low Risk
6455.2075659362545,21.8969996683728,40.230670309248865,3,0,3,0,0,0,6,15.885043871657059,hazardous,well-maintained,calm,medium,good,0.6393133628448703,port closures,clear,non-compliant,8.290753829551484,overdue,full,1456914.9590969263,container,29.92070194073863,major,no,irregular,in place,POL3,Region1,POD4,Region2,1,3.9016032051196294,medium,136.01555631919769,2023-05-26,Medium Risk
8377.514801609488,17.793893318898462,31.48355450398517,1,1,0,0,0,0,0,18.30384357907748,hazardous,well-maintained,calm,low,excellent,0.7410265854783865,none,clear,non-compliant,8.795306275266157,up-to-date,none,1427772.2515188064,container,20.080919114941306,minor,yes,irregular,in place,POL3,Region1,POD3,Region3,3,3.5078292312478476,high,110.90638032921768,2023-03-06,Low Risk
6221.322637549947,21.338867482509453,29.70579376343162,1,2,1,1,0,2,0,13.65186167497735,hazardous,poor,calm,low,good,0.5427162145373597,none,clear,non-compliant,8.543779773143747,up-to-date,none,1681486.1760424403,container,23.149224780983996,major,no,regular,in place,POL2,Region1,POD2,Region3,4,4.215967534781314,medium,101.10360207323608,2023-06-05,High Risk
6086.147681682359,21.841992327990184,38.7583280318697,5,1,3,5,0,1,1,18.799498067763846,hazardous,poor,calm,high,excellent,0.45400209697210914,port closures,shallow waters,non-compliant,8.090552359420204,overdue,full,1380051.583599433,bulk carrier,26.370247969875244,critical,no,regular,not in place,POL2,Region3,POD4,Region1,2,4.101160547341231,high,91.24056946310127,2023-02-02,Medium Risk
7801.417072007156,23.32961318111295,31.348077973857084,3,0,0,1,1,1,0,11.248935699115954,non-hazardous,poor,stormy,medium,excellent,0.774082220676333,none,clear,non-compliant,12.710377389076669,up-to-date,full,1539119.6643298639,container,23.484562283384278,minor,no,irregular,not in place,POL1,Region2,POD1,Region1,0,5.409295728716759,low,155.0989348950666,2022-11-16,Medium Risk
8011.6280487238,19.81521048169565,30.840644151607233,3,1,1,1,3,0,1,7.169698770917368,hazardous,well-maintained,stormy,low,fair,0.8559834372573993,port closures,clear,compliant,11.913953363894256,up-to-date,none,1081833.417019196,container,26.548617134069566,major,no,irregular,in place,POL2,Region1,POD2,Region1,0,2.300438433177358,high,102.59264577920644,2023-07-23,Medium Risk
6260.835475368554,19.225831874833244,38.931159770724946,8,4,2,0,2,2,0,10.983065700500045,non-hazardous,poor,stormy,low,good,0.5335988603319853,none,clear,compliant,14.7315268544986,up-to-date,full,1626658.8053520843,container,21.17508056100111,critical,no,irregular,not in place,POL2,Region3,POD3,Region3,0,3.4045529355798356,low,103.14099449745717,2023-12-10,Medium Risk
